"FullName","Name","LastWriteTime","Length"
"D:\Tradelatest\docs\governance\protocol_review_experiment_plane\raw_reviews\DEEPSEEK_REVIEW_V1.md","DEEPSEEK_REVIEW_V1.md","14-07-2026 18:43:14","2032"
"D:\Tradelatest\docs\research-readiness\MSIP_WHOLE_REPRESENTATION_TECHNICAL_REVIEW_CHECKLIST_V1.md","MSIP_WHOLE_REPRESENTATION_TECHNICAL_REVIEW_CHECKLIST_V1.md","14-07-2026 18:27:53","2807"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\MSIP_DECISION_C_FROZEN_POSTURE_V1.md","MSIP_DECISION_C_FROZEN_POSTURE_V1.md","14-07-2026 18:27:53","3962"
"D:\Tradelatest\docs\research-readiness\h-msip-001-run-findings.md","h-msip-001-run-findings.md","14-07-2026 18:23:57","2105"
"D:\Tradelatest\docs\research-readiness\h-msip-002-run-findings.md","h-msip-002-run-findings.md","14-07-2026 18:23:57","1468"
"D:\Tradelatest\docs\research-readiness\h-msip-001-h018-thread-closure.md","h-msip-001-h018-thread-closure.md","14-07-2026 18:23:57","2379"
"D:\Tradelatest\docs\research-readiness\h-msip-002-match-attrition-preregistration.md","h-msip-002-match-attrition-preregistration.md","14-07-2026 17:46:01","7520"
"D:\Tradelatest\docs\research-readiness\h-msip-001-continuous-market-state-preregistration.md","h-msip-001-continuous-market-state-preregistration.md","14-07-2026 17:00:47","10986"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\README.md","README.md","14-07-2026 16:58:03","1764"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\MSIP_SHADOW_PROMOTION_GATES_V1.md","MSIP_SHADOW_PROMOTION_GATES_V1.md","14-07-2026 16:58:03","803"
"D:\Tradelatest\docs\governance\crt_local_math_authority_resolution_v1\CRT_LOCAL_MATH_AUTHORITY_RESOLUTION_V1.md","CRT_LOCAL_MATH_AUTHORITY_RESOLUTION_V1.md","14-07-2026 16:54:55","4735"
"D:\Tradelatest\docs\governance\crt_local_math_authority_resolution_v1\README.md","README.md","14-07-2026 16:54:55","901"
"D:\Tradelatest\docs\governance\msip_shadow_implementation_plan_v1\G_IMPL_01_EVIDENCE_PACKAGE_V1.md","G_IMPL_01_EVIDENCE_PACKAGE_V1.md","14-07-2026 16:41:15","2099"
"D:\Tradelatest\docs\governance\MSIP_SHADOW_IMPLEMENTATION_PLAN_V1.md","MSIP_SHADOW_IMPLEMENTATION_PLAN_V1.md","14-07-2026 16:04:00","711"
"D:\Tradelatest\docs\governance\msip_shadow_implementation_plan_v1\G_PLAN_01_REVIEW_V1.md","G_PLAN_01_REVIEW_V1.md","14-07-2026 16:04:00","2280"
"D:\Tradelatest\docs\governance\msip_shadow_implementation_plan_v1\MSIP_SHADOW_IMPLEMENTATION_PLAN_V1.md","MSIP_SHADOW_IMPLEMENTATION_PLAN_V1.md","14-07-2026 16:04:00","8461"
"D:\Tradelatest\docs\governance\MSIP_SHADOW_DESIGN_CONTRACT_V1.md","MSIP_SHADOW_DESIGN_CONTRACT_V1.md","14-07-2026 16:00:03","4044"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\MSIP_SHADOW_DESIGN_CONTRACT_V1.md","MSIP_SHADOW_DESIGN_CONTRACT_V1.md","14-07-2026 16:00:03","4044"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\DESIGN_CONTRACT_CONSISTENCY_REVIEW_V1.md","DESIGN_CONTRACT_CONSISTENCY_REVIEW_V1.md","14-07-2026 16:00:03","1270"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\SHADOW_COMPARISON_AND_DISAGREEMENT_SPEC_V1.md","SHADOW_COMPARISON_AND_DISAGREEMENT_SPEC_V1.md","14-07-2026 15:56:18","3060"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\CRT_LOCAL_MATH_PARITY_AUDIT_V1.md","CRT_LOCAL_MATH_PARITY_AUDIT_V1.md","14-07-2026 15:56:18","2053"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\SHADOW_PROVENANCE_CONTRACT_V1.md","SHADOW_PROVENANCE_CONTRACT_V1.md","14-07-2026 15:56:18","950"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\SHADOW_RUNTIME_BINDING_SPEC_V1.md","SHADOW_RUNTIME_BINDING_SPEC_V1.md","14-07-2026 15:56:18","694"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\INTERPRETATION_CONFIG_SCHEMA_V1.md","INTERPRETATION_CONFIG_SCHEMA_V1.md","14-07-2026 15:56:18","207"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\MARKET_STATE_DIMENSION_AUTHORITY_MATRIX_V1.md","MARKET_STATE_DIMENSION_AUTHORITY_MATRIX_V1.md","14-07-2026 15:56:18","1816"
"D:\Tradelatest\docs\governance\msip_shadow_design_v1\MARKET_STATE_VECTOR_SCHEMA_V1.md","MARKET_STATE_VECTOR_SCHEMA_V1.md","14-07-2026 15:56:18","2459"
"D:\Tradelatest\docs\governance\crt_architecture_adjudication_v1\ARCHITECTURE_DECISION_RECORD_V1.md","ARCHITECTURE_DECISION_RECORD_V1.md","14-07-2026 15:54:52","2339"
"D:\Tradelatest\docs\governance\crt_architecture_adjudication_v1\NEXT_PHASE_BOUNDARY_V1.md","NEXT_PHASE_BOUNDARY_V1.md","14-07-2026 13:42:37","942"
"D:\Tradelatest\docs\governance\crt_architecture_adjudication_v1\PROBLEM_STATEMENT_V1.md","PROBLEM_STATEMENT_V1.md","14-07-2026 13:42:37","2573"
"D:\Tradelatest\docs\governance\crt_architecture_adjudication_v1\FROZEN_EVIDENCE_SUMMARY_V1.md","FROZEN_EVIDENCE_SUMMARY_V1.md","14-07-2026 13:42:37","1057"
"D:\Tradelatest\docs\governance\crt_architecture_adjudication_v1\MSIP_ARCHITECTURE_CORRECTION_V1.md","MSIP_ARCHITECTURE_CORRECTION_V1.md","14-07-2026 13:42:37","3070"
"D:\Tradelatest\docs\governance\MSIP_ARCHITECTURE_CORRECTION_V1.md","MSIP_ARCHITECTURE_CORRECTION_V1.md","14-07-2026 13:42:37","3070"
"D:\Tradelatest\docs\governance\WHAT_HOW_WHO_EXECUTABLE_BOUNDARY_MAP_V1.md","WHAT_HOW_WHO_EXECUTABLE_BOUNDARY_MAP_V1.md","14-07-2026 13:42:37","3514"
"D:\Tradelatest\docs\governance\crt_architecture_adjudication_v1\WHAT_HOW_WHO_EXECUTABLE_BOUNDARY_MAP_V1.md","WHAT_HOW_WHO_EXECUTABLE_BOUNDARY_MAP_V1.md","14-07-2026 13:42:37","3514"
"D:\Tradelatest\docs\governance\CRT_INPUT_AUTHORITY_MATRIX_V1.md","CRT_INPUT_AUTHORITY_MATRIX_V1.md","14-07-2026 13:42:37","4315"
"D:\Tradelatest\docs\governance\crt_architecture_adjudication_v1\CRT_INPUT_AUTHORITY_MATRIX_V1.md","CRT_INPUT_AUTHORITY_MATRIX_V1.md","14-07-2026 13:42:37","4315"
"D:\Tradelatest\docs\governance\crt_xauusd_funnel_diagnostic-2026-07-14.md","crt_xauusd_funnel_diagnostic-2026-07-14.md","14-07-2026 13:34:37","4248"
"D:\Tradelatest\docs\governance\MSIP-1_DESIGN_CONTRACT_CORRECTION-2026-07-14.md","MSIP-1_DESIGN_CONTRACT_CORRECTION-2026-07-14.md","14-07-2026 13:33:15","5468"
"D:\Tradelatest\docs\governance\TASK_CLASSIFICATION_BEHAVIOR_POLICY.md","TASK_CLASSIFICATION_BEHAVIOR_POLICY.md","14-07-2026 13:32:26","4151"
"D:\Tradelatest\docs\governance\xauusd_crt_transition_trace\xauusd_crt_transition_trace_v1.summary.md","xauusd_crt_transition_trace_v1.summary.md","14-07-2026 13:18:23","4644"
"D:\Tradelatest\docs\governance\XAUUSD_CRT_TRACE_PATH_VERIFICATION.md","XAUUSD_CRT_TRACE_PATH_VERIFICATION.md","14-07-2026 12:51:30","9535"
"D:\Tradelatest\docs\governance\feature_dag_layers-2026-07-14.md","feature_dag_layers-2026-07-14.md","14-07-2026 12:07:27","3472"
"D:\Tradelatest\docs\governance\feature_dag_structural_certification-2026-07-12.md","feature_dag_structural_certification-2026-07-12.md","13-07-2026 02:15:24","582"
"D:\Tradelatest\docs\implementation_plan\b2a-hypothesis-computation-swift-hummingbird.md","b2a-hypothesis-computation-swift-hummingbird.md","13-07-2026 00:33:35","9640"
"D:\Tradelatest\docs\governance\feature_dag_rolling_certification-2026-07-12.md","feature_dag_rolling_certification-2026-07-12.md","12-07-2026 19:47:57","435"
"D:\Tradelatest\docs\governance\feature_dag_layers-2026-07-12.md","feature_dag_layers-2026-07-12.md","12-07-2026 19:46:44","3446"
"D:\Tradelatest\docs\governance\b2a_feature_candidate_certification-2026-07-12.md","b2a_feature_candidate_certification-2026-07-12.md","12-07-2026 14:44:38","1734"
"D:\Tradelatest\docs\implementation_plan\task-independent-formula-majestic-wolf.md","task-independent-formula-majestic-wolf.md","12-07-2026 09:52:29","2156"
"D:\Tradelatest\docs\implementation_plan\the-largest-risk-mossy-graham.md","the-largest-risk-mossy-graham.md","12-07-2026 08:45:38","4884"
"D:\Tradelatest\docs\governance\behavioral_constant_authority_trace-2026-07-11.md","behavioral_constant_authority_trace-2026-07-11.md","12-07-2026 00:05:21","3327"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-07-10_to_2026-07-11.md","session-log-2026-07-10_to_2026-07-11.md","11-07-2026 23:51:36","25173"
"D:\Tradelatest\docs\governance\geometry_static_lineage_report.md","geometry_static_lineage_report.md","11-07-2026 23:50:19","26377"
"D:\Tradelatest\docs\governance\crt_config_reachability.md","crt_config_reachability.md","11-07-2026 21:27:35","5053"
"D:\Tradelatest\docs\governance\who_numeric_dependency_census-2026-07-11.md","who_numeric_dependency_census-2026-07-11.md","11-07-2026 21:20:21","12770"
"D:\Tradelatest\docs\governance\three_authority_declaration_surplus_census-2026-07-11.md","three_authority_declaration_surplus_census-2026-07-11.md","11-07-2026 21:20:19","9005"
"D:\Tradelatest\docs\governance\three_authority_drift_adjudication-2026-07-11.md","three_authority_drift_adjudication-2026-07-11.md","11-07-2026 20:50:51","8703"
"D:\Tradelatest\docs\implementation_plan\phase1-state-contract-review-phase2-fm-resolution.md","phase1-state-contract-review-phase2-fm-resolution.md","11-07-2026 20:32:40","14011"
"D:\Tradelatest\docs\governance\phase_2_fm_resolution_design.md","phase_2_fm_resolution_design.md","11-07-2026 20:15:35","13195"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-07-09_to_2026-07-10.md","session-log-2026-07-09_to_2026-07-10.md","11-07-2026 18:03:08","13819"
"D:\Tradelatest\docs\governance\pit_phaseC_certification-2026-07-11.md","pit_phaseC_certification-2026-07-11.md","11-07-2026 17:40:15","2983"
"D:\Tradelatest\docs\governance\pit_phaseC_feature_certification-2026-07-11.md","pit_phaseC_feature_certification-2026-07-11.md","11-07-2026 17:39:14","1795"
"D:\Tradelatest\docs\governance\feature_surface_closure_audit-2026-07-11.md","feature_surface_closure_audit-2026-07-11.md","11-07-2026 17:20:25","10100"
"D:\Tradelatest\docs\governance\feature_38_lineage_census-2026-07-11.md","feature_38_lineage_census-2026-07-11.md","11-07-2026 17:19:55","35852"
"D:\Tradelatest\docs\governance\volatility_regime_semantic_adjudication_fc05-2026-07-10.md","volatility_regime_semantic_adjudication_fc05-2026-07-10.md","11-07-2026 17:02:20","2195"
"D:\Tradelatest\docs\governance\canonical_feature_code_surface_closure-2026-07-11.md","canonical_feature_code_surface_closure-2026-07-11.md","11-07-2026 13:26:02","1706"
"D:\Tradelatest\docs\governance\feature_38_lineage_census-2026-07-10.md","feature_38_lineage_census-2026-07-10.md","11-07-2026 13:24:50","35816"
"D:\Tradelatest\docs\governance\FC1-A-SWING-CAUSAL-implementation-contract-2026-07-11.md","FC1-A-SWING-CAUSAL-implementation-contract-2026-07-11.md","11-07-2026 13:14:59","8704"
"D:\Tradelatest\docs\governance\fc1a_post_implementation_measurement-2026-07-11.md","fc1a_post_implementation_measurement-2026-07-11.md","11-07-2026 13:13:43","1896"
"D:\Tradelatest\docs\governance\pit_phaseA_centered_swing_decision_record-2026-07-11.md","pit_phaseA_centered_swing_decision_record-2026-07-11.md","11-07-2026 13:07:38","9900"
"D:\Tradelatest\docs\governance\pit_phaseA_gateon_ab-2026-07-11.md","pit_phaseA_gateon_ab-2026-07-11.md","11-07-2026 13:02:00","972"
"D:\Tradelatest\docs\governance\pit_phaseA_swing_blast_radius-2026-07-11.md","pit_phaseA_swing_blast_radius-2026-07-11.md","11-07-2026 12:52:25","5383"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-07-09_to_2026-07-09.md","session-log-2026-07-09_to_2026-07-09.md","11-07-2026 11:55:54","22257"
"D:\Tradelatest\docs\analysis\feature-math-divergence-adjudication.md","feature-math-divergence-adjudication.md","11-07-2026 11:48:46","17106"
"D:\Tradelatest\docs\governance\gd004_gd005_disp_strength_closure-2026-07-11.md","gd004_gd005_disp_strength_closure-2026-07-11.md","11-07-2026 11:45:19","4677"
"D:\Tradelatest\docs\governance\gd004_disp_rescale_probe-2026-07-11.md","gd004_disp_rescale_probe-2026-07-11.md","11-07-2026 11:23:33","968"
"D:\Tradelatest\docs\governance\phase1_run15a_quantity_role_adjudication-2026-07-10.md","phase1_run15a_quantity_role_adjudication-2026-07-10.md","10-07-2026 21:48:42","8230"
"D:\Tradelatest\docs\governance\phase1_run1_feature_universe_census-2026-07-10.md","phase1_run1_feature_universe_census-2026-07-10.md","10-07-2026 21:37:40","691"
"D:\Tradelatest\docs\governance\phase1_run1_legacy_baseline_verification-2026-07-10.md","phase1_run1_legacy_baseline_verification-2026-07-10.md","10-07-2026 21:37:38","709"
"D:\Tradelatest\docs\governance\feature_consumer_binding_manifest_fc05-2026-07-10.md","feature_consumer_binding_manifest_fc05-2026-07-10.md","10-07-2026 21:18:17","2871"
"D:\Tradelatest\docs\governance\feature_formula_identity_census_fc05-2026-07-10.md","feature_formula_identity_census_fc05-2026-07-10.md","10-07-2026 21:18:17","824"
"D:\Tradelatest\docs\governance\feature_dependency_graph_fc05-2026-07-10.md","feature_dependency_graph_fc05-2026-07-10.md","10-07-2026 21:18:17","3473"
"D:\Tradelatest\docs\governance\feature_pipeline_fc0_semantic_separations-2026-07-10.md","feature_pipeline_fc0_semantic_separations-2026-07-10.md","10-07-2026 21:07:36","1613"
"D:\Tradelatest\docs\governance\legacy_feature_semantics_v1-2026-07-10.md","legacy_feature_semantics_v1-2026-07-10.md","10-07-2026 21:07:36","1256"
"D:\Tradelatest\docs\governance\feature_semantic_adjudication_pass_a-2026-07-10.md","feature_semantic_adjudication_pass_a-2026-07-10.md","10-07-2026 20:52:57","6347"
"D:\Tradelatest\docs\governance\xauusd_phase1_validation_report-2026-07-10.md","xauusd_phase1_validation_report-2026-07-10.md","10-07-2026 20:43:52","1406"
"D:\Tradelatest\docs\governance\xauusd_apr2026_ohlcv_boundary_report-2026-07-10.md","xauusd_apr2026_ohlcv_boundary_report-2026-07-10.md","10-07-2026 20:18:44","5816"
"D:\Tradelatest\docs\governance\xauusd_apr2026_ohlcv_executed_lineage_trace-2026-07-10.md","xauusd_apr2026_ohlcv_executed_lineage_trace-2026-07-10.md","10-07-2026 20:18:02","7070"
"D:\Tradelatest\docs\governance\xauusd_apr2026_ohlcv_static_lineage_trace-2026-07-10.md","xauusd_apr2026_ohlcv_static_lineage_trace-2026-07-10.md","10-07-2026 20:17:40","6071"
"D:\Tradelatest\docs\governance\corpus_authority_XAUUSD_M15_adjudication-2026-07-10.md","corpus_authority_XAUUSD_M15_adjudication-2026-07-10.md","10-07-2026 20:06:44","9742"
"D:\Tradelatest\docs\governance\CORPUS_AUTHORITY.md","CORPUS_AUTHORITY.md","10-07-2026 20:06:30","4842"
"D:\Tradelatest\docs\governance\xauusd_m15_strict_reject_forensic-2026-07-10.md","xauusd_m15_strict_reject_forensic-2026-07-10.md","10-07-2026 19:59:00","11205"
"D:\Tradelatest\docs\governance\ohlcv-corpus-mutation-freeze-2026-07-10.md","ohlcv-corpus-mutation-freeze-2026-07-10.md","10-07-2026 19:46:13","3793"
"D:\Tradelatest\docs\governance\ohlcv-closure-report-2026-07-10.md","ohlcv-closure-report-2026-07-10.md","10-07-2026 19:31:10","12023"
"D:\Tradelatest\docs\implementation_plan\ill-share-two-prompts-moonlit-key.md","ill-share-two-prompts-moonlit-key.md","10-07-2026 19:25:45","10277"
"D:\Tradelatest\docs\governance\ohlcv-contradiction-report-2026-07-10.md","ohlcv-contradiction-report-2026-07-10.md","10-07-2026 18:55:32","11742"
"D:\Tradelatest\docs\governance\ohlcv-temporal-semantics-report-2026-07-10.md","ohlcv-temporal-semantics-report-2026-07-10.md","10-07-2026 18:54:11","9896"
"D:\Tradelatest\docs\governance\ohlcv-loader-transformation-graph-2026-07-10.md","ohlcv-loader-transformation-graph-2026-07-10.md","10-07-2026 18:52:38","9995"
"D:\Tradelatest\docs\governance\ohlcv-source-lineage-map-2026-07-10.md","ohlcv-source-lineage-map-2026-07-10.md","10-07-2026 18:51:34","9899"
"D:\Tradelatest\docs\governance\ohlcv-census-2026-07-10.md","ohlcv-census-2026-07-10.md","10-07-2026 18:46:33","46807"
"D:\Tradelatest\docs\analysis\knowledge-graph-first-principles-audit-2026-07-10.md","knowledge-graph-first-principles-audit-2026-07-10.md","10-07-2026 15:41:10","12246"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-07-08_to_2026-07-08.md","session-log-2026-07-08_to_2026-07-08.md","10-07-2026 13:09:04","26308"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-07-07_to_2026-07-08.md","session-log-2026-07-07_to_2026-07-08.md","09-07-2026 16:09:25","22321"
"D:\Tradelatest\docs\governance\crt_formula_contract.md","crt_formula_contract.md","09-07-2026 15:57:57","4952"
"D:\Tradelatest\docs\governance\crt_adversarial_validation.md","crt_adversarial_validation.md","09-07-2026 15:38:45","2443"
"D:\Tradelatest\docs\governance\crt_13_candidate_provenance.md","crt_13_candidate_provenance.md","09-07-2026 15:29:32","3975"
"D:\Tradelatest\docs\governance\crt_diversion_registry.md","crt_diversion_registry.md","09-07-2026 15:24:17","4491"
"D:\Tradelatest\docs\governance\crt_executable_state_graph.md","crt_executable_state_graph.md","09-07-2026 15:18:13","4768"
"D:\Tradelatest\docs\governance\crt_executable_surface.md","crt_executable_surface.md","09-07-2026 14:23:23","7406"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-07-07_to_2026-07-07.md","session-log-2026-07-07_to_2026-07-07.md","09-07-2026 14:04:33","2123"
"D:\Tradelatest\docs\governance\construction_protocol_reachability_audit.md","construction_protocol_reachability_audit.md","09-07-2026 14:01:40","4452"
"D:\Tradelatest\docs\governance\geometry_contradiction_report.md","geometry_contradiction_report.md","09-07-2026 08:54:22","5164"
"D:\Tradelatest\docs\implementation_plan\the-biggest-weakness-i-deep-alpaca.md","the-biggest-weakness-i-deep-alpaca.md","08-07-2026 10:59:33","16204"
"D:\Tradelatest\docs\implementation_plan\make-the-ontology-the-jaunty-gem.md","make-the-ontology-the-jaunty-gem.md","07-07-2026 23:25:29","14013"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-07-02_to_2026-07-07.md","session-log-2026-07-02_to_2026-07-07.md","07-07-2026 22:56:55","87704"
"D:\Tradelatest\docs\implementation_plan\the-biggest-assumption-to-ticklish-forest.md","the-biggest-assumption-to-ticklish-forest.md","05-07-2026 23:38:35","5022"
"D:\Tradelatest\docs\implementation_plan\build-an-updated-hashed-pike.md","build-an-updated-hashed-pike.md","05-07-2026 18:20:51","8272"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-07-02_to_2026-07-02.md","session-log-2026-07-02_to_2026-07-02.md","05-07-2026 01:40:30","2323"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-06-26_to_2026-07-02.md","session-log-2026-06-26_to_2026-07-02.md","05-07-2026 01:33:00","27994"
"D:\Tradelatest\docs\reference\trade_identity_contract.md","trade_identity_contract.md","05-07-2026 00:11:21","4931"
"D:\Tradelatest\docs\implementation_plan\f-041-recursive-catmull.md","f-041-recursive-catmull.md","04-07-2026 23:51:36","10804"
"D:\Tradelatest\docs\implementation_plan\1-does-rrfusionlayer-ever-cryptic-frost.md","1-does-rrfusionlayer-ever-cryptic-frost.md","04-07-2026 23:48:52","10248"
"D:\Tradelatest\docs\implementation_plan\the-biggest-assumption-in-tender-lollipop.md","the-biggest-assumption-in-tender-lollipop.md","04-07-2026 18:55:01","9557"
"D:\Tradelatest\docs\implementation_plan\claude-share-all-bugs-silly-lagoon.md","claude-share-all-bugs-silly-lagoon.md","04-07-2026 18:35:34","6883"
"D:\Tradelatest\docs\implementation_plan\run-backtest-v2-py-on-bnbusdt-recursive-sketch.md","run-backtest-v2-py-on-bnbusdt-recursive-sketch.md","04-07-2026 03:43:03","6413"
"D:\Tradelatest\docs\implementation_plan\claude-reachability-of-code-polymorphic-dove.md","claude-reachability-of-code-polymorphic-dove.md","04-07-2026 03:35:40","10185"
"D:\Tradelatest\docs\implementation_plan\d-tradelatest-active-models-yaml-d-trad-async-tulip.md","d-tradelatest-active-models-yaml-d-trad-async-tulip.md","04-07-2026 03:12:39","4190"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-06-26_to_2026-06-26.md","session-log-2026-06-26_to_2026-06-26.md","04-07-2026 03:03:06","33570"
"D:\Tradelatest\docs\reference\framework_registry_schema.md","framework_registry_schema.md","03-07-2026 22:25:44","4998"
"D:\Tradelatest\docs\implementation_plan\i-studied-the-materials-recursive-phoenix.md","i-studied-the-materials-recursive-phoenix.md","03-07-2026 22:05:42","16983"
"D:\Tradelatest\docs\research\preregistration-program-9.md","preregistration-program-9.md","03-07-2026 02:43:57","10294"
"D:\Tradelatest\docs\implementation_plan\the-key-unanswered-question-functional-corbato.md","the-key-unanswered-question-functional-corbato.md","03-07-2026 02:36:40","8752"
"D:\Tradelatest\docs\implementation_plan\ancient-stargazing-planet.md","ancient-stargazing-planet.md","03-07-2026 00:40:15","13051"
"D:\Tradelatest\docs\implementation_plan\create-new-branch-from-sequential-bachman.md","create-new-branch-from-sequential-bachman.md","03-07-2026 00:28:18","3745"
"D:\Tradelatest\docs\implementation_plan\the-biggest-ambiguity-is-virtual-manatee.md","the-biggest-ambiguity-is-virtual-manatee.md","02-07-2026 12:04:49","6578"
"D:\Tradelatest\docs\implementation_plan\the-image-you-shared-luminous-peach.md","the-image-you-shared-luminous-peach.md","01-07-2026 14:46:26","13825"
"D:\Tradelatest\docs\research-readiness\program-8-weekly-crt-sweep-preregistration.md","program-8-weekly-crt-sweep-preregistration.md","01-07-2026 11:17:49","10857"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-06-24_to_2026-06-26.md","session-log-2026-06-24_to_2026-06-26.md","01-07-2026 09:50:44","28730"
"D:\Tradelatest\docs\governance\finding_dependency_audit.md","finding_dependency_audit.md","27-06-2026 21:11:00","17138"
"D:\Tradelatest\docs\implementation_plan\d-tradelatest-docs-governance-finding-d-staged-widget.md","d-tradelatest-docs-governance-finding-d-staged-widget.md","27-06-2026 15:49:19","7082"
"D:\Tradelatest\docs\governance\DOCUMENTATION_DRIFT_PROTOCOL.md","DOCUMENTATION_DRIFT_PROTOCOL.md","27-06-2026 15:44:54","7755"
"D:\Tradelatest\docs\implementation_plan\yes-the-missing-invariant-tender-bengio.md","yes-the-missing-invariant-tender-bengio.md","27-06-2026 15:43:01","9904"
"D:\Tradelatest\docs\implementation_plan\d-tradelatest-reports-ohlcv-lineage-for-glistening-wilkinson.md","d-tradelatest-reports-ohlcv-lineage-for-glistening-wilkinson.md","27-06-2026 08:13:29","13270"
"D:\Tradelatest\docs\research\preregistration-program-4bcd.md","preregistration-program-4bcd.md","26-06-2026 21:24:47","4876"
"D:\Tradelatest\docs\implementation_plan\the-biggest-assumption-you-zippy-parnas.md","the-biggest-assumption-you-zippy-parnas.md","26-06-2026 21:05:35","9421"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-06-19_to_2026-06-24.md","session-log-2026-06-19_to_2026-06-24.md","26-06-2026 19:03:12","33175"
"D:\Tradelatest\docs\implementation_plan\mt5-first-trade-analytics-partitioned-sonnet.md","mt5-first-trade-analytics-partitioned-sonnet.md","26-06-2026 18:58:15","6988"
"D:\Tradelatest\docs\topics\feature-schema.md","feature-schema.md","26-06-2026 18:35:31","9428"
"D:\Tradelatest\docs\reference\testing.md","testing.md","26-06-2026 18:35:31","11214"
"D:\Tradelatest\docs\architecture\signal-flow.md","signal-flow.md","26-06-2026 18:35:31","15564"
"D:\Tradelatest\docs\PROJECT_HISTORY.md","PROJECT_HISTORY.md","26-06-2026 18:35:31","89187"
"D:\Tradelatest\docs\implementation_plan\label-back-to-spine-research-descriptio-serene-conway.md","label-back-to-spine-research-descriptio-serene-conway.md","26-06-2026 18:16:08","8045"
"D:\Tradelatest\docs\implementation_plan\label-repo-maintenance-description-pay-validated-summit.md","label-repo-maintenance-description-pay-validated-summit.md","26-06-2026 18:09:59","6758"
"D:\Tradelatest\docs\implementation_plan\d-tradelatest-crtclaude-pdf-go-through-iterative-otter.md","d-tradelatest-crtclaude-pdf-go-through-iterative-otter.md","26-06-2026 11:36:50","5508"
"D:\Tradelatest\docs\implementation_plan\orient-the-scope-is-imperative-blum.md","orient-the-scope-is-imperative-blum.md","25-06-2026 23:36:29","5424"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-06-18_to_2026-06-19.md","session-log-2026-06-18_to_2026-06-19.md","25-06-2026 22:59:45","30117"
"D:\Tradelatest\docs\reference\architecture.md","architecture.md","24-06-2026 23:16:25","18874"
"D:\Tradelatest\docs\implementation_plan\tradelatest-state-summary-cryptic-gosling.md","tradelatest-state-summary-cryptic-gosling.md","22-06-2026 11:42:13","12155"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-06-16_to_2026-06-18.md","session-log-2026-06-16_to_2026-06-18.md","21-06-2026 01:37:30","72512"
"D:\Tradelatest\docs\architecture\intelligence-compounding.md","intelligence-compounding.md","21-06-2026 01:33:06","11536"
"D:\Tradelatest\docs\implementation_plan\c-users-hi-downloads-intelligence-compo-imperative-panda.md","c-users-hi-downloads-intelligence-compo-imperative-panda.md","21-06-2026 01:32:37","5452"
"D:\Tradelatest\docs\implementation_plan\claude-without-running-any-tranquil-cocoa.md","claude-without-running-any-tranquil-cocoa.md","21-06-2026 01:30:00","7112"
"D:\Tradelatest\docs\implementation_plan\chatgpt-i-m-here-what-cozy-trinket.md","chatgpt-i-m-here-what-cozy-trinket.md","19-06-2026 11:11:21","4635"
"D:\Tradelatest\docs\architecture\flow_context_layer.md","flow_context_layer.md","19-06-2026 10:33:17","6073"
"D:\Tradelatest\docs\implementation_plan\run-m4-qualificationgate-on-tingly-valiant.md","run-m4-qualificationgate-on-tingly-valiant.md","18-06-2026 23:14:53","7650"
"D:\Tradelatest\docs\implementation_plan\lets-run-latest-backtest-logical-wadler.md","lets-run-latest-backtest-logical-wadler.md","18-06-2026 19:31:24","6143"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-06-14_to_2026-06-16.md","session-log-2026-06-14_to_2026-06-16.md","18-06-2026 13:42:00","27381"
"D:\Tradelatest\docs\research-readiness\program-6b-carry-harvest-preregistration.md","program-6b-carry-harvest-preregistration.md","18-06-2026 13:35:16","7347"
"D:\Tradelatest\docs\research-readiness\program-6-carry-basis-preregistration.md","program-6-carry-basis-preregistration.md","18-06-2026 12:38:50","7974"
"D:\Tradelatest\docs\implementation_plan\context-check-what-wondrous-whale.md","context-check-what-wondrous-whale.md","18-06-2026 12:20:49","12785"
